Week,Articulo,Unidad de venta,Cantidad,Week Start,Week End,Week Number
2021-Week32,IVP07384,KG,10800,2021-08-09,2021-08-15,32
2021-Week32,IVP07387,KG,567,2021-08-09,2021-08-15,32
2021-Week32,IVP07410,KG,270,2021-08-09,2021-08-15,32
2021-Week32,IVP07412,KG,405,2021-08-09,2021-08-15,32
2021-Week32,IVP07428,KG,270,2021-08-09,2021-08-15,32
2021-Week32,IVP07445,KG,1620,2021-08-09,2021-08-15,32
2021-Week32,IVP07446,KG,270,2021-08-09,2021-08-15,32
2021-Week32,IVP07452,KG,54,2021-08-09,2021-08-15,32
2021-Week32,IVP07463,KG,108,2021-08-09,2021-08-15,32
2021-Week32,IVP07477,PZA,428,2021-08-09,2021-08-15,32
2021-Week32,IVP07480,KG,108,2021-08-09,2021-08-15,32
2021-Week32,IVP07499,KG,540,2021-08-09,2021-08-15,32
2021-Week32,IVP07545,KG,1,2021-08-09,2021-08-15,32
2021-Week32,IVP08003,KG,4,2021-08-09,2021-08-15,32
2021-Week32,IVP08026,KG,198,2021-08-09,2021-08-15,32
2021-Week32,IVP08031,KG,300,2021-08-09,2021-08-15,32
2021-Week32,IVP08040,KG,60,2021-08-09,2021-08-15,32
2021-Week32,IVP08056,KG,150,2021-08-09,2021-08-15,32
2021-Week32,IVP09065,PZA,1,2021-08-09,2021-08-15,32
2021-Week32,IVP10002,PZA,45,2021-08-09,2021-08-15,32
2021-Week32,IVP10009,KG,10,2021-08-09,2021-08-15,32
2021-Week32,IVP10025,KG,360,2021-08-09,2021-08-15,32
2021-Week32,IVP11046,KG,637,2021-08-09,2021-08-15,32
2021-Week32,IVP11047,KG,28,2021-08-09,2021-08-15,32
2021-Week32,IVP11091,KG,570,2021-08-09,2021-08-15,32
2021-Week32,IVP11092,KG,114,2021-08-09,2021-08-15,32
2021-Week32,IVP11117,KG,284,2021-08-09,2021-08-15,32
2021-Week32,IVP11158,KG,170,2021-08-09,2021-08-15,32
2021-Week32,IVP11159,KG,711,2021-08-09,2021-08-15,32
2021-Week32,IVP11162,KG,142,2021-08-09,2021-08-15,32
2021-Week32,IVP11253,KG,114,2021-08-09,2021-08-15,32
2021-Week32,IVP11262,KG,56,2021-08-09,2021-08-15,32
2021-Week32,IVP11280,KG,84,2021-08-09,2021-08-15,32
2021-Week32,IVP11299,KG,600,2021-08-09,2021-08-15,32
2021-Week32,IVP11312,KG,28,2021-08-09,2021-08-15,32
2021-Week32,IVP11474,KG,28,2021-08-09,2021-08-15,32
2021-Week32,IVP11501,KG,85,2021-08-09,2021-08-15,32
2021-Week32,IVP11504,KG,56,2021-08-09,2021-08-15,32
2021-Week32,IVP11519,KG,4585,2021-08-09,2021-08-15,32
2021-Week32,IVP11576,KG,210,2021-08-09,2021-08-15,32
2021-Week32,IVP11595,KG,4500,2021-08-09,2021-08-15,32
2021-Week32,IVP11603,KG,170,2021-08-09,2021-08-15,32
2021-Week32,IVP11611,KG,114,2021-08-09,2021-08-15,32
2021-Week32,IVP11694,PZA,4,2021-08-09,2021-08-15,32
2021-Week32,IVP15001,KG,114,2021-08-09,2021-08-15,32
2021-Week32,IVP15020,KG,56,2021-08-09,2021-08-15,32
2021-Week32,IVP15024,KG,6,2021-08-09,2021-08-15,32
2021-Week32,IVP15060,KG,2400,2021-08-09,2021-08-15,32
2021-Week32,IVP15075,KG,30,2021-08-09,2021-08-15,32
2021-Week32,IVP15087,PZA,396,2021-08-09,2021-08-15,32
2021-Week32,IVP15107,KG,90,2021-08-09,2021-08-15,32
2021-Week32,IVP15125,KG,67,2021-08-09,2021-08-15,32
2021-Week32,IVP15168,KG,30,2021-08-09,2021-08-15,32
2021-Week32,IVP99004,KG,135,2021-08-09,2021-08-15,32
2021-Week33,IVP01009,PZA,16,2021-08-16,2021-08-22,33
2021-Week33,IVP01016,PZA,33,2021-08-16,2021-08-22,33
2021-Week33,IVP01017,PZA,15,2021-08-16,2021-08-22,33
2021-Week33,IVP01018,PZA,30,2021-08-16,2021-08-22,33
2021-Week33,IVP01019,PZA,32,2021-08-16,2021-08-22,33
2021-Week33,IVP04001,PZA,9,2021-08-16,2021-08-22,33
2021-Week33,IVP04009,PZA,36,2021-08-16,2021-08-22,33
2021-Week33,IVP04018,PZA,18,2021-08-16,2021-08-22,33
2021-Week33,IVP04022,PZA,6,2021-08-16,2021-08-22,33
2021-Week33,IVP04039,PZA,148,2021-08-16,2021-08-22,33
2021-Week33,IVP04040,PZA,21,2021-08-16,2021-08-22,33
2021-Week33,IVP07076,KG,27,2021-08-16,2021-08-22,33
2021-Week33,IVP07077,KG,27,2021-08-16,2021-08-22,33
2021-Week33,IVP07130,KG,90,2021-08-16,2021-08-22,33
2021-Week33,IVP07131,KG,22500,2021-08-16,2021-08-22,33
2021-Week33,IVP07133,KG,540,2021-08-16,2021-08-22,33
2021-Week33,IVP07134,KG,54,2021-08-16,2021-08-22,33
2021-Week33,IVP07142,KG,540,2021-08-16,2021-08-22,33
2021-Week33,IVP07145,KG,135,2021-08-16,2021-08-22,33
2021-Week33,IVP07157,KG,4050,2021-08-16,2021-08-22,33
2021-Week33,IVP07159,KG,324,2021-08-16,2021-08-22,33
2021-Week33,IVP07165,PZA,33,2021-08-16,2021-08-22,33
2021-Week33,IVP07169,KG,621,2021-08-16,2021-08-22,33
2021-Week33,IVP07189,KG,108,2021-08-16,2021-08-22,33
2021-Week33,IVP07191,KG,2160,2021-08-16,2021-08-22,33
2021-Week33,IVP07201,KG,135,2021-08-16,2021-08-22,33
2021-Week33,IVP07207,KG,1080,2021-08-16,2021-08-22,33
2021-Week33,IVP07215,KG,27,2021-08-16,2021-08-22,33
2021-Week33,IVP07219,PZA,18,2021-08-16,2021-08-22,33
2021-Week33,IVP07222,KG,27,2021-08-16,2021-08-22,33
2021-Week33,IVP07225,KG,189,2021-08-16,2021-08-22,33
2021-Week33,IVP07244,KG,216,2021-08-16,2021-08-22,33
2021-Week33,IVP07258,KG,270,2021-08-16,2021-08-22,33
2021-Week33,IVP07294,KG,1350,2021-08-16,2021-08-22,33
2021-Week33,IVP07304,KG,810,2021-08-16,2021-08-22,33
2021-Week33,IVP07309,KG,1848,2021-08-16,2021-08-22,33
2021-Week33,IVP07322,KG,27,2021-08-16,2021-08-22,33
2021-Week33,IVP07322,PZA,18,2021-08-16,2021-08-22,33
2021-Week33,IVP07326,KG,54,2021-08-16,2021-08-22,33
2021-Week33,IVP07331,KG,1512,2021-08-16,2021-08-22,33
2021-Week33,IVP07383,KG,13500,2021-08-16,2021-08-22,33
2021-Week33,IVP07384,KG,162,2021-08-16,2021-08-22,33
2021-Week33,IVP07400,KG,54,2021-08-16,2021-08-22,33
2021-Week33,IVP07412,PZA,18,2021-08-16,2021-08-22,33
2021-Week33,IVP07437,KG,1620,2021-08-16,2021-08-22,33
2021-Week33,IVP07452,KG,540,2021-08-16,2021-08-22,33
2021-Week33,IVP07480,KG,540,2021-08-16,2021-08-22,33
2021-Week33,IVP07482,KG,18,2021-08-16,2021-08-22,33
2021-Week33,IVP07484,KG,135,2021-08-16,2021-08-22,33
2021-Week33,IVP07500,KG,810,2021-08-16,2021-08-22,33
2021-Week33,IVP07528,KG,48,2021-08-16,2021-08-22,33
2021-Week33,IVP08007,KG,138,2021-08-16,2021-08-22,33
2021-Week33,IVP08016,KG,147,2021-08-16,2021-08-22,33
2021-Week33,IVP08058,KG,12,2021-08-16,2021-08-22,33
2021-Week33,IVP09009,KG,4320,2021-08-16,2021-08-22,33
2021-Week33,IVP09023,KG,300,2021-08-16,2021-08-22,33
2021-Week33,IVP09028,KG,810,2021-08-16,2021-08-22,33
2021-Week33,IVP09031,KG,600,2021-08-16,2021-08-22,33
2021-Week33,IVP10002,PZA,54,2021-08-16,2021-08-22,33
2021-Week33,IVP11045,KG,57,2021-08-16,2021-08-22,33
2021-Week33,IVP11050,KG,300,2021-08-16,2021-08-22,33
2021-Week33,IVP11055,KG,28,2021-08-16,2021-08-22,33
2021-Week33,IVP11057,KG,57,2021-08-16,2021-08-22,33
2021-Week33,IVP11063,KG,300,2021-08-16,2021-08-22,33
2021-Week33,IVP11080,KG,624,2021-08-16,2021-08-22,33
2021-Week33,IVP11081,KG,484,2021-08-16,2021-08-22,33
2021-Week33,IVP11083,KG,114,2021-08-16,2021-08-22,33
2021-Week33,IVP11141,KG,60,2021-08-16,2021-08-22,33
2021-Week33,IVP11144,KG,3600,2021-08-16,2021-08-22,33
2021-Week33,IVP11159,KG,825,2021-08-16,2021-08-22,33
2021-Week33,IVP11162,KG,1257,2021-08-16,2021-08-22,33
2021-Week33,IVP11213,KG,57,2021-08-16,2021-08-22,33
2021-Week33,IVP11223,KG,1500,2021-08-16,2021-08-22,33
2021-Week33,IVP11252,KG,142,2021-08-16,2021-08-22,33
2021-Week33,IVP11253,KG,285,2021-08-16,2021-08-22,33
2021-Week33,IVP11262,KG,142,2021-08-16,2021-08-22,33
2021-Week33,IVP11280,KG,1128,2021-08-16,2021-08-22,33
2021-Week33,IVP11282,KG,300,2021-08-16,2021-08-22,33
2021-Week33,IVP11298,KG,600,2021-08-16,2021-08-22,33
2021-Week33,IVP11299,KG,300,2021-08-16,2021-08-22,33
2021-Week33,IVP11345,KG,28,2021-08-16,2021-08-22,33
2021-Week33,IVP11346,KG,1620,2021-08-16,2021-08-22,33
2021-Week33,IVP11479,KG,903,2021-08-16,2021-08-22,33
2021-Week33,IVP11521,KG,28,2021-08-16,2021-08-22,33
2021-Week33,IVP11539,KG,3600,2021-08-16,2021-08-22,33
2021-Week33,IVP11559,KG,300,2021-08-16,2021-08-22,33
2021-Week33,IVP11576,KG,600,2021-08-16,2021-08-22,33
2021-Week33,IVP11586,KG,2100,2021-08-16,2021-08-22,33
2021-Week33,IVP11609,KG,300,2021-08-16,2021-08-22,33
2021-Week33,IVP11664,KG,3,2021-08-16,2021-08-22,33
2021-Week33,IVP11694,PZA,14,2021-08-16,2021-08-22,33
2021-Week33,IVP11695,KG,57,2021-08-16,2021-08-22,33
2021-Week33,IVP11701,KG,28,2021-08-16,2021-08-22,33
2021-Week33,IVP15020,KG,28,2021-08-16,2021-08-22,33
2021-Week33,IVP15023,KG,330,2021-08-16,2021-08-22,33
2021-Week33,IVP15034,KG,600,2021-08-16,2021-08-22,33
2021-Week33,IVP15060,KG,1200,2021-08-16,2021-08-22,33
2021-Week33,IVP15062,KG,306,2021-08-16,2021-08-22,33
2021-Week33,IVP15087,PZA,180,2021-08-16,2021-08-22,33
2021-Week33,IVP15089,KG,300,2021-08-16,2021-08-22,33
2021-Week33,IVP15107,KG,90,2021-08-16,2021-08-22,33
2021-Week33,IVP15168,KG,450,2021-08-16,2021-08-22,33
2021-Week33,IVP15196,KG,3,2021-08-16,2021-08-22,33
2021-Week33,IVP15513,PZA,270,2021-08-16,2021-08-22,33
2021-Week33,IVP99020,PZA,1,2021-08-16,2021-08-22,33
2021-Week33,IVP99094,PZA,1,2021-08-16,2021-08-22,33
2021-Week33,IVP99104,PZA,4,2021-08-16,2021-08-22,33
2021-Week33,IVP99151,PZA,1,2021-08-16,2021-08-22,33
2021-Week34,IVP01009,PZA,6,2021-08-23,2021-08-29,34
2021-Week34,IVP01014,PZA,375,2021-08-23,2021-08-29,34
2021-Week34,IVP01016,PZA,10,2021-08-23,2021-08-29,34
2021-Week34,IVP01017,PZA,1,2021-08-23,2021-08-29,34
2021-Week34,IVP01018,PZA,3,2021-08-23,2021-08-29,34
2021-Week34,IVP01019,PZA,389,2021-08-23,2021-08-29,34
2021-Week34,IVP04001,PZA,36,2021-08-23,2021-08-29,34
2021-Week34,IVP04009,PZA,162,2021-08-23,2021-08-29,34
2021-Week34,IVP04014,PZA,55,2021-08-23,2021-08-29,34
2021-Week34,IVP04022,PZA,8,2021-08-23,2021-08-29,34
2021-Week34,IVP04039,PZA,13,2021-08-23,2021-08-29,34
2021-Week34,IVP07021,KG,1080,2021-08-23,2021-08-29,34
2021-Week34,IVP07060,KG,54,2021-08-23,2021-08-29,34
2021-Week34,IVP07076,KG,27,2021-08-23,2021-08-29,34
2021-Week34,IVP07077,KG,27,2021-08-23,2021-08-29,34
2021-Week34,IVP07077,PZA,36,2021-08-23,2021-08-29,34
2021-Week34,IVP07094,KG,3240,2021-08-23,2021-08-29,34
2021-Week34,IVP07104,KG,54,2021-08-23,2021-08-29,34
2021-Week34,IVP07113,KG,1080,2021-08-23,2021-08-29,34
2021-Week34,IVP07131,KG,9870,2021-08-23,2021-08-29,34
2021-Week34,IVP07134,KG,1800,2021-08-23,2021-08-29,34
2021-Week34,IVP07145,KG,4050,2021-08-23,2021-08-29,34
2021-Week34,IVP07157,KG,810,2021-08-23,2021-08-29,34
2021-Week34,IVP07159,KG,540,2021-08-23,2021-08-29,34
2021-Week34,IVP07165,KG,27,2021-08-23,2021-08-29,34
2021-Week34,IVP07165,PZA,54,2021-08-23,2021-08-29,34
2021-Week34,IVP07169,KG,1080,2021-08-23,2021-08-29,34
2021-Week34,IVP07170,KG,27,2021-08-23,2021-08-29,34
2021-Week34,IVP07174,KG,27,2021-08-23,2021-08-29,34
2021-Week34,IVP07191,KG,594,2021-08-23,2021-08-29,34
2021-Week34,IVP07201,KG,54,2021-08-23,2021-08-29,34
2021-Week34,IVP07207,KG,4050,2021-08-23,2021-08-29,34
2021-Week34,IVP07224,KG,3600,2021-08-23,2021-08-29,34
2021-Week34,IVP07244,KG,81,2021-08-23,2021-08-29,34
2021-Week34,IVP07254,PZA,18,2021-08-23,2021-08-29,34
2021-Week34,IVP07261,KG,5400,2021-08-23,2021-08-29,34
2021-Week34,IVP07304,KG,540,2021-08-23,2021-08-29,34
2021-Week34,IVP07306,KG,216,2021-08-23,2021-08-29,34
2021-Week34,IVP07322,KG,324,2021-08-23,2021-08-29,34
2021-Week34,IVP07322,PZA,1,2021-08-23,2021-08-29,34
2021-Week34,IVP07331,KG,810,2021-08-23,2021-08-29,34
2021-Week34,IVP07349,KG,108,2021-08-23,2021-08-29,34
2021-Week34,IVP07361,KG,27,2021-08-23,2021-08-29,34
2021-Week34,IVP07370,KG,2430,2021-08-23,2021-08-29,34
2021-Week34,IVP07387,KG,594,2021-08-23,2021-08-29,34
2021-Week34,IVP07428,KG,6,2021-08-23,2021-08-29,34
2021-Week34,IVP074409,KG,1080,2021-08-23,2021-08-29,34
2021-Week34,IVP07445,KG,1620,2021-08-23,2021-08-29,34
2021-Week34,IVP07446,KG,324,2021-08-23,2021-08-29,34
2021-Week34,IVP07452,KG,10800,2021-08-23,2021-08-29,34
2021-Week34,IVP07452,PZA,360,2021-08-23,2021-08-29,34
2021-Week34,IVP07463,KG,27,2021-08-23,2021-08-29,34
2021-Week34,IVP07480,KG,270,2021-08-23,2021-08-29,34
2021-Week34,IVP07480,PZA,18,2021-08-23,2021-08-29,34
2021-Week34,IVP07485,KG,4,2021-08-23,2021-08-29,34
2021-Week34,IVP08003,KG,4,2021-08-23,2021-08-29,34
2021-Week34,IVP08007,KG,90,2021-08-23,2021-08-29,34
2021-Week34,IVP08009,KG,81,2021-08-23,2021-08-29,34
2021-Week34,IVP08016,KG,354,2021-08-23,2021-08-29,34
2021-Week34,IVP08061,KG,60,2021-08-23,2021-08-29,34
2021-Week34,IVP09022,KG,2700,2021-08-23,2021-08-29,34
2021-Week34,IVP09023,KG,2700,2021-08-23,2021-08-29,34
2021-Week34,IVP09028,KG,6480,2021-08-23,2021-08-29,34
2021-Week34,IVP10001,KG,108,2021-08-23,2021-08-29,34
2021-Week34,IVP10002,PZA,39,2021-08-23,2021-08-29,34
2021-Week34,IVP10009,KG,24036,2021-08-23,2021-08-29,34
2021-Week34,IVP10025,KG,2100,2021-08-23,2021-08-29,34
2021-Week34,IVP10032,KG,1200,2021-08-23,2021-08-29,34
2021-Week34,IVP11031,KG,600,2021-08-23,2021-08-29,34
2021-Week34,IVP11057,KG,284,2021-08-23,2021-08-29,34
2021-Week34,IVP11063,KG,600,2021-08-23,2021-08-29,34
2021-Week34,IVP11085,KG,300,2021-08-23,2021-08-29,34
2021-Week34,IVP11087,KG,300,2021-08-23,2021-08-29,34
2021-Week34,IVP11117,KG,56,2021-08-23,2021-08-29,34
2021-Week34,IVP11123,KG,1200,2021-08-23,2021-08-29,34
2021-Week34,IVP11136,KG,600,2021-08-23,2021-08-29,34
2021-Week34,IVP11159,KG,455,2021-08-23,2021-08-29,34
2021-Week34,IVP11162,KG,85,2021-08-23,2021-08-29,34
2021-Week34,IVP11220,KG,85,2021-08-23,2021-08-29,34
2021-Week34,IVP11274,KG,28,2021-08-23,2021-08-29,34
2021-Week34,IVP11282,KG,600,2021-08-23,2021-08-29,34
2021-Week34,IVP11387,KG,28,2021-08-23,2021-08-29,34
2021-Week34,IVP11390,KG,255,2021-08-23,2021-08-29,34
2021-Week34,IVP11419,KG,597,2021-08-23,2021-08-29,34
2021-Week34,IVP11430,KG,1,2021-08-23,2021-08-29,34
2021-Week34,IVP11479,KG,3300,2021-08-23,2021-08-29,34
2021-Week34,IVP11519,KG,85,2021-08-23,2021-08-29,34
2021-Week34,IVP11521,KG,1,2021-08-23,2021-08-29,34
2021-Week34,IVP11528,KG,171,2021-08-23,2021-08-29,34
2021-Week34,IVP11543,KG,114,2021-08-23,2021-08-29,34
2021-Week34,IVP11576,KG,150,2021-08-23,2021-08-29,34
2021-Week34,IVP11586,KG,574,2021-08-23,2021-08-29,34
2021-Week34,IVP11588,KG,7500,2021-08-23,2021-08-29,34
2021-Week34,IVP11617,KG,1200,2021-08-23,2021-08-29,34
2021-Week34,IVP11633,KG,2940,2021-08-23,2021-08-29,34
2021-Week34,IVP11663,KG,600,2021-08-23,2021-08-29,34
2021-Week34,IVP13011,KG,405,2021-08-23,2021-08-29,34
2021-Week34,IVP15042,KG,900,2021-08-23,2021-08-29,34
2021-Week34,IVP15060,KG,1200,2021-08-23,2021-08-29,34
2021-Week34,IVP15062,KG,300,2021-08-23,2021-08-29,34
2021-Week34,IVP15064,KG,68,2021-08-23,2021-08-29,34
2021-Week34,IVP15082,KG,7,2021-08-23,2021-08-29,34
2021-Week34,IVP15087,PZA,396,2021-08-23,2021-08-29,34
2021-Week34,IVP15104,KG,15,2021-08-23,2021-08-29,34
2021-Week34,IVP15107,KG,90,2021-08-23,2021-08-29,34
2021-Week34,IVP15196,KG,120,2021-08-23,2021-08-29,34
2021-Week34,IVP15200,KG,300,2021-08-23,2021-08-29,34
2021-Week34,IVP15513,KG,141,2021-08-23,2021-08-29,34
2021-Week35,IVP01004,KG,30,2021-08-30,2021-09-05,35
2021-Week35,IVP01010,PZA,2,2021-08-30,2021-09-05,35
2021-Week35,IVP01016,PZA,17,2021-08-30,2021-09-05,35
2021-Week35,IVP01018,PZA,2,2021-08-30,2021-09-05,35
2021-Week35,IVP01019,PZA,24,2021-08-30,2021-09-05,35
2021-Week35,IVP04001,PZA,18,2021-08-30,2021-09-05,35
2021-Week35,IVP04009,PZA,72,2021-08-30,2021-09-05,35
2021-Week35,IVP04014,PZA,36,2021-08-30,2021-09-05,35
2021-Week35,IVP04039,PZA,28,2021-08-30,2021-09-05,35
2021-Week35,IVP04040,PZA,5,2021-08-30,2021-09-05,35
2021-Week35,IVP04042,PZA,1,2021-08-30,2021-09-05,35
2021-Week35,IVP07042,KG,55,2021-08-30,2021-09-05,35
2021-Week35,IVP07068,KG,81,2021-08-30,2021-09-05,35
2021-Week35,IVP07076,KG,135,2021-08-30,2021-09-05,35
2021-Week35,IVP07085,KG,1377,2021-08-30,2021-09-05,35
2021-Week35,IVP07099,KG,6507,2021-08-30,2021-09-05,35
2021-Week35,IVP07104,KG,27,2021-08-30,2021-09-05,35
2021-Week35,IVP07130,KG,90,2021-08-30,2021-09-05,35
2021-Week35,IVP07131,KG,108,2021-08-30,2021-09-05,35
2021-Week35,IVP07133,KG,486,2021-08-30,2021-09-05,35
2021-Week35,IVP07139,KG,54,2021-08-30,2021-09-05,35
2021-Week35,IVP07145,KG,351,2021-08-30,2021-09-05,35
2021-Week35,IVP07157,KG,27,2021-08-30,2021-09-05,35
2021-Week35,IVP07165,KG,312,2021-08-30,2021-09-05,35
2021-Week35,IVP07169,KG,1485,2021-08-30,2021-09-05,35
2021-Week35,IVP07193,KG,27,2021-08-30,2021-09-05,35
2021-Week35,IVP07197,KG,270,2021-08-30,2021-09-05,35
2021-Week35,IVP07207,KG,1350,2021-08-30,2021-09-05,35
2021-Week35,IVP07214,KG,162,2021-08-30,2021-09-05,35
2021-Week35,IVP07215,KG,270,2021-08-30,2021-09-05,35
2021-Week35,IVP07219,PZA,36,2021-08-30,2021-09-05,35
2021-Week35,IVP07225,KG,108,2021-08-30,2021-09-05,35
2021-Week35,IVP07229,KG,1080,2021-08-30,2021-09-05,35
2021-Week35,IVP07239,PZA,36,2021-08-30,2021-09-05,35
2021-Week35,IVP07244,KG,54,2021-08-30,2021-09-05,35
2021-Week35,IVP07258,KG,1485,2021-08-30,2021-09-05,35
2021-Week35,IVP07264,KG,1080,2021-08-30,2021-09-05,35
2021-Week35,IVP07265,KG,270,2021-08-30,2021-09-05,35
2021-Week35,IVP07267,KG,676,2021-08-30,2021-09-05,35
2021-Week35,IVP07273,KG,1080,2021-08-30,2021-09-05,35
2021-Week35,IVP07274,KG,108,2021-08-30,2021-09-05,35
2021-Week35,IVP07292,PZA,18,2021-08-30,2021-09-05,35
2021-Week35,IVP07293,KG,2970,2021-08-30,2021-09-05,35
2021-Week35,IVP07294,KG,6507,2021-08-30,2021-09-05,35
2021-Week35,IVP07304,KG,600,2021-08-30,2021-09-05,35
2021-Week35,IVP07306,KG,1971,2021-08-30,2021-09-05,35
2021-Week35,IVP07322,KG,27,2021-08-30,2021-09-05,35
2021-Week35,IVP07331,KG,1755,2021-08-30,2021-09-05,35
2021-Week35,IVP07331,PZA,36,2021-08-30,2021-09-05,35
2021-Week35,IVP07338,KG,810,2021-08-30,2021-09-05,35
2021-Week35,IVP07361,KG,540,2021-08-30,2021-09-05,35
2021-Week35,IVP07370,KG,5400,2021-08-30,2021-09-05,35
2021-Week35,IVP07387,KG,54,2021-08-30,2021-09-05,35
2021-Week35,IVP07405,KG,81,2021-08-30,2021-09-05,35
2021-Week35,IVP07406,KG,300,2021-08-30,2021-09-05,35
2021-Week35,IVP07407,KG,27,2021-08-30,2021-09-05,35
2021-Week35,IVP07412,KG,108,2021-08-30,2021-09-05,35
2021-Week35,IVP07420,KG,1080,2021-08-30,2021-09-05,35
2021-Week35,IVP07435,KG,54,2021-08-30,2021-09-05,35
2021-Week35,IVP07445,KG,810,2021-08-30,2021-09-05,35
2021-Week35,IVP08003,KG,70,2021-08-30,2021-09-05,35
2021-Week35,IVP08007,KG,75,2021-08-30,2021-09-05,35
2021-Week35,IVP08031,KG,1,2021-08-30,2021-09-05,35
2021-Week35,IVP08042,KG,30,2021-08-30,2021-09-05,35
2021-Week35,IVP09009,KG,5940,2021-08-30,2021-09-05,35
2021-Week35,IVP09028,KG,540,2021-08-30,2021-09-05,35
2021-Week35,IVP10025,KG,2760,2021-08-30,2021-09-05,35
2021-Week35,IVP10028,KG,300,2021-08-30,2021-09-05,35
2021-Week35,IVP11026,KG,28,2021-08-30,2021-09-05,35
2021-Week35,IVP11028,KG,28,2021-08-30,2021-09-05,35
2021-Week35,IVP11083,KG,56,2021-08-30,2021-09-05,35
2021-Week35,IVP11090,KG,313,2021-08-30,2021-09-05,35
2021-Week35,IVP11136,KG,300,2021-08-30,2021-09-05,35
2021-Week35,IVP11141,KG,28,2021-08-30,2021-09-05,35
2021-Week35,IVP11158,KG,228,2021-08-30,2021-09-05,35
2021-Week35,IVP11159,KG,513,2021-08-30,2021-09-05,35
2021-Week35,IVP11162,KG,1570,2021-08-30,2021-09-05,35
2021-Week35,IVP11200,KG,300,2021-08-30,2021-09-05,35
2021-Week35,IVP11213,KG,113,2021-08-30,2021-09-05,35
2021-Week35,IVP11223,KG,57,2021-08-30,2021-09-05,35
2021-Week35,IVP11252,KG,114,2021-08-30,2021-09-05,35
2021-Week35,IVP11255,KG,28,2021-08-30,2021-09-05,35
2021-Week35,IVP11274,KG,57,2021-08-30,2021-09-05,35
2021-Week35,IVP11275,KG,114,2021-08-30,2021-09-05,35
2021-Week35,IVP11280,KG,228,2021-08-30,2021-09-05,35
2021-Week35,IVP11298,KG,56,2021-08-30,2021-09-05,35
2021-Week35,IVP11299,KG,14,2021-08-30,2021-09-05,35
2021-Week35,IVP11307,KG,630,2021-08-30,2021-09-05,35
2021-Week35,IVP11312,KG,28,2021-08-30,2021-09-05,35
2021-Week35,IVP11347,KG,28,2021-08-30,2021-09-05,35
2021-Week35,IVP11416,KG,28,2021-08-30,2021-09-05,35
2021-Week35,IVP11419,KG,624,2021-08-30,2021-09-05,35
2021-Week35,IVP11430,KG,300,2021-08-30,2021-09-05,35
2021-Week35,IVP11479,KG,634,2021-08-30,2021-09-05,35
2021-Week35,IVP11492,KG,312,2021-08-30,2021-09-05,35
2021-Week35,IVP11528,KG,28,2021-08-30,2021-09-05,35
2021-Week35,IVP11530,KG,900,2021-08-30,2021-09-05,35
2021-Week35,IVP11576,KG,450,2021-08-30,2021-09-05,35
2021-Week35,IVP11599,KG,34,2021-08-30,2021-09-05,35
2021-Week35,IVP11663,KG,28,2021-08-30,2021-09-05,35
2021-Week35,IVP11664,KG,142,2021-08-30,2021-09-05,35
2021-Week35,IVP11688,KG,108,2021-08-30,2021-09-05,35
2021-Week35,IVP11694,PZA,1,2021-08-30,2021-09-05,35
2021-Week35,IVP14041,KG,30,2021-08-30,2021-09-05,35
2021-Week35,IVP14051,KG,270,2021-08-30,2021-09-05,35
2021-Week35,IVP14056,KG,27,2021-08-30,2021-09-05,35
2021-Week35,IVP15020,KG,57,2021-08-30,2021-09-05,35
2021-Week35,IVP15023,KG,600,2021-08-30,2021-09-05,35
2021-Week35,IVP15024,KG,1,2021-08-30,2021-09-05,35
2021-Week35,IVP15034,KG,3600,2021-08-30,2021-09-05,35
2021-Week35,IVP15042,KG,6,2021-08-30,2021-09-05,35
2021-Week35,IVP15060,KG,600,2021-08-30,2021-09-05,35
2021-Week35,IVP15087,PZA,141,2021-08-30,2021-09-05,35
2021-Week35,IVP15154,KG,6,2021-08-30,2021-09-05,35
2021-Week35,IVP15196,KG,1441,2021-08-30,2021-09-05,35
2021-Week35,IVP15212,KG,6,2021-08-30,2021-09-05,35
2021-Week35,IVP15222,KG,1,2021-08-30,2021-09-05,35
2021-Week35,IVP15513,KG,5,2021-08-30,2021-09-05,35
2021-Week35,IVP15522,KG,13,2021-08-30,2021-09-05,35
2021-Week36,IVP01011,KG,7,2021-09-06,2021-09-12,36
2021-Week36,IVP01016,PZA,57,2021-09-06,2021-09-12,36
2021-Week36,IVP01017,PZA,1,2021-09-06,2021-09-12,36
2021-Week36,IVP01019,PZA,118,2021-09-06,2021-09-12,36
2021-Week36,IVP01023,KG,108,2021-09-06,2021-09-12,36
2021-Week36,IVP01024,KG,108,2021-09-06,2021-09-12,36
2021-Week36,IVP01025,KG,108,2021-09-06,2021-09-12,36
2021-Week36,IVP04001,PZA,18,2021-09-06,2021-09-12,36
2021-Week36,IVP04009,PZA,198,2021-09-06,2021-09-12,36
2021-Week36,IVP04039,PZA,48,2021-09-06,2021-09-12,36
2021-Week36,IVP07063,KG,270,2021-09-06,2021-09-12,36
2021-Week36,IVP07064,KG,270,2021-09-06,2021-09-12,36
2021-Week36,IVP07072,KG,270,2021-09-06,2021-09-12,36
2021-Week36,IVP07085,KG,81,2021-09-06,2021-09-12,36
2021-Week36,IVP07094,KG,4320,2021-09-06,2021-09-12,36
2021-Week36,IVP07096,KG,480,2021-09-06,2021-09-12,36
2021-Week36,IVP07105,KG,540,2021-09-06,2021-09-12,36
