Week,Articulo,Unidad de venta,Segmento Cliente,Creacion Orden de Venta,Cantidad,Week Start,Week End
2021-Week11,IVP04042,PZA,Genericos,2021-03-16,3,2021-03-15,2021-03-21
2021-Week11,IVP07035,KG,Aceros,2021-03-16,135,2021-03-15,2021-03-21
2021-Week11,IVP07042,KG,Distribuidor,2021-03-21,27,2021-03-15,2021-03-21
2021-Week11,IVP07068,KG,Aceros,2021-03-17,270,2021-03-15,2021-03-21
2021-Week11,IVP07068,KG,Alimentos y farmaceutica,2021-03-18,27,2021-03-15,2021-03-21
2021-Week11,IVP07076,KG,Aceros,2021-03-17,27,2021-03-15,2021-03-21
2021-Week11,IVP07076,KG,Genericos,2021-03-18,1,2021-03-15,2021-03-21
2021-Week11,IVP07085,KG,Aceros,2021-03-17,1350,2021-03-15,2021-03-21
2021-Week11,IVP07085,KG,Aceros,2021-03-19,1350,2021-03-15,2021-03-21
2021-Week11,IVP07094,KG,Aceros,2021-03-18,7560,2021-03-15,2021-03-21
2021-Week11,IVP07099,KG,Aceros,2021-03-17,6480,2021-03-15,2021-03-21
2021-Week11,IVP07104,KG,Alimentos y farmaceutica,2021-03-20,108,2021-03-15,2021-03-21
2021-Week11,IVP07105,KG,Minas,2021-03-16,81,2021-03-15,2021-03-21
2021-Week11,IVP07131,KG,Ingenios,2021-03-17,2400,2021-03-15,2021-03-21
2021-Week11,IVP07133,KG,Distribuidor,2021-03-16,27,2021-03-15,2021-03-21
2021-Week11,IVP07165,KG,Distribuidor,2021-03-16,27,2021-03-15,2021-03-21
2021-Week11,IVP07165,KG,Distribuidor,2021-03-19,27,2021-03-15,2021-03-21
2021-Week11,IVP07165,KG,Distribuidor,2021-03-21,54,2021-03-15,2021-03-21
2021-Week11,IVP07169,KG,Aceros,2021-03-16,810,2021-03-15,2021-03-21
2021-Week11,IVP07169,KG,Aceros,2021-03-17,81,2021-03-15,2021-03-21
2021-Week11,IVP07169,KG,Aceros,2021-03-20,81,2021-03-15,2021-03-21
2021-Week11,IVP07169,KG,Metal Mecanica,2021-03-18,27,2021-03-15,2021-03-21
2021-Week11,IVP07169,KG,Minas,2021-03-18,432,2021-03-15,2021-03-21
2021-Week11,IVP07191,KG,Cemento,2021-03-16,270,2021-03-15,2021-03-21
2021-Week11,IVP07201,KG,Distribuidor,2021-03-18,81,2021-03-15,2021-03-21
2021-Week11,IVP07207,KG,Aceros,2021-03-17,27,2021-03-15,2021-03-21
2021-Week11,IVP07207,KG,Aceros,2021-03-18,1080,2021-03-15,2021-03-21
2021-Week11,IVP07225,KG,Polimeros,2021-03-18,108,2021-03-15,2021-03-21
2021-Week11,IVP07231,KG,Alimentos y farmaceutica,2021-03-18,54,2021-03-15,2021-03-21
2021-Week11,IVP07231,KG,Distribuidor,2021-03-18,81,2021-03-15,2021-03-21
2021-Week11,IVP07244,KG,Distribuidor,2021-03-17,81,2021-03-15,2021-03-21
2021-Week11,IVP07249,KG,Genericos,2021-03-17,216,2021-03-15,2021-03-21
2021-Week11,IVP07258,KG,Cemento,2021-03-18,270,2021-03-15,2021-03-21
2021-Week11,IVP07264,KG,Aceros,2021-03-18,1080,2021-03-15,2021-03-21
2021-Week11,IVP07274,KG,Distribuidor,2021-03-17,135,2021-03-15,2021-03-21
2021-Week11,IVP07306,KG,Aceros,2021-03-21,27,2021-03-15,2021-03-21
2021-Week11,IVP07326,KG,Distribuidor,2021-03-18,81,2021-03-15,2021-03-21
2021-Week11,IVP07331,KG,Alimentos y farmaceutica,2021-03-16,81,2021-03-15,2021-03-21
2021-Week11,IVP07331,KG,Alimentos y farmaceutica,2021-03-19,540,2021-03-15,2021-03-21
2021-Week11,IVP07331,KG,Distribuidor,2021-03-17,108,2021-03-15,2021-03-21
2021-Week11,IVP07349,KG,Distribuidor,2021-03-17,27,2021-03-15,2021-03-21
2021-Week11,IVP07369,KG,Distribuidor,2021-03-17,27,2021-03-15,2021-03-21
2021-Week11,IVP07406,KG,Aceros,2021-03-19,300,2021-03-15,2021-03-21
2021-Week11,IVP07412,KG,Distribuidor,2021-03-21,81,2021-03-15,2021-03-21
2021-Week11,IVP07452,KG,Minas,2021-03-18,270,2021-03-15,2021-03-21
2021-Week11,IVP07454,KG,Ingenios,2021-03-16,540,2021-03-15,2021-03-21
2021-Week11,IVP07480,KG,Distribuidor,2021-03-18,27,2021-03-15,2021-03-21
2021-Week11,IVP07482,KG,Aceros,2021-03-17,42,2021-03-15,2021-03-21
2021-Week11,IVP07489,KG,Distribuidor,2021-03-21,3,2021-03-15,2021-03-21
2021-Week11,IVP07520,KG,Distribuidor,2021-03-18,204,2021-03-15,2021-03-21
2021-Week11,IVP08003,KG,Distribuidor,2021-03-17,18,2021-03-15,2021-03-21
2021-Week11,IVP08007,KG,Aceros,2021-03-17,90,2021-03-15,2021-03-21
2021-Week11,IVP08016,KG,Distribuidor,2021-03-16,6,2021-03-15,2021-03-21
2021-Week11,IVP08016,KG,Metal Mecanica,2021-03-19,60,2021-03-15,2021-03-21
2021-Week11,IVP08048,KG,Metal Mecanica,2021-03-20,18,2021-03-15,2021-03-21
2021-Week11,IVP08051,KG,Distribuidor,2021-03-16,6,2021-03-15,2021-03-21
2021-Week11,IVP09009,KG,Metal Mecanica,2021-03-16,1350,2021-03-15,2021-03-21
2021-Week11,IVP09009,KG,Metal Mecanica,2021-03-18,1350,2021-03-15,2021-03-21
2021-Week11,IVP09022,L,Metal Mecanica,2021-03-16,300,2021-03-15,2021-03-21
2021-Week11,IVP10002,PZA,Genericos,2021-03-18,3,2021-03-15,2021-03-21
2021-Week11,IVP10009,KG,Aceros,2021-03-19,30,2021-03-15,2021-03-21
2021-Week11,IVP11031,L,Genericos,2021-03-16,142,2021-03-15,2021-03-21
2021-Week11,IVP11031,L,Metal Mecanica,2021-03-16,300,2021-03-15,2021-03-21
2021-Week11,IVP11032,L,Aceros,2021-03-17,228,2021-03-15,2021-03-21
2021-Week11,IVP11032,L,Distribuidor,2021-03-18,28,2021-03-15,2021-03-21
2021-Week11,IVP11046,L,Metal Mecanica,2021-03-16,28,2021-03-15,2021-03-21
2021-Week11,IVP11047,L,Distribuidor,2021-03-18,57,2021-03-15,2021-03-21
2021-Week11,IVP11057,L,Distribuidor,2021-03-18,114,2021-03-15,2021-03-21
2021-Week11,IVP11057,L,Distribuidor,2021-03-20,171,2021-03-15,2021-03-21
2021-Week11,IVP11060,L,Distribuidor,2021-03-17,142,2021-03-15,2021-03-21
2021-Week11,IVP11060,L,Distribuidor,2021-03-20,171,2021-03-15,2021-03-21
2021-Week11,IVP11063,L,Distribuidor,2021-03-17,28,2021-03-15,2021-03-21
2021-Week11,IVP11063,L,Metal Mecanica,2021-03-19,300,2021-03-15,2021-03-21
2021-Week11,IVP11081,L,Metal Mecanica,2021-03-17,28,2021-03-15,2021-03-21
2021-Week11,IVP11083,L,Alimentos y farmaceutica,2021-03-18,85,2021-03-15,2021-03-21
2021-Week11,IVP11087,L,Intercompanias,2021-03-18,300,2021-03-15,2021-03-21
2021-Week11,IVP11091,L,Aceros,2021-03-16,28,2021-03-15,2021-03-21
2021-Week11,IVP11092,L,Aceros,2021-03-17,28,2021-03-15,2021-03-21
2021-Week11,IVP11115,L,Distribuidor,2021-03-18,85,2021-03-15,2021-03-21
2021-Week11,IVP11117,L,Distribuidor,2021-03-21,300,2021-03-15,2021-03-21
2021-Week11,IVP11123,L,Alimentos y farmaceutica,2021-03-17,600,2021-03-15,2021-03-21
2021-Week11,IVP11135,L,Distribuidor,2021-03-17,85,2021-03-15,2021-03-21
2021-Week11,IVP11136,L,Distribuidor,2021-03-17,57,2021-03-15,2021-03-21
2021-Week11,IVP11137,L,Distribuidor,2021-03-17,228,2021-03-15,2021-03-21
2021-Week11,IVP11144,L,Aceros,2021-03-17,3300,2021-03-15,2021-03-21
2021-Week11,IVP11158,L,Distribuidor,2021-03-18,57,2021-03-15,2021-03-21
2021-Week11,IVP11159,L,Distribuidor,2021-03-17,199,2021-03-15,2021-03-21
2021-Week11,IVP11162,L,Distribuidor,2021-03-17,628,2021-03-15,2021-03-21
2021-Week11,IVP11177,L,Genericos,2021-03-18,7,2021-03-15,2021-03-21
2021-Week11,IVP11182,L,Genericos,2021-03-16,28,2021-03-15,2021-03-21
2021-Week11,IVP11213,L,Aceros,2021-03-17,28,2021-03-15,2021-03-21
2021-Week11,IVP11253,L,Alimentos y farmaceutica,2021-03-19,28,2021-03-15,2021-03-21
2021-Week11,IVP11253,L,Distribuidor,2021-03-16,28,2021-03-15,2021-03-21
2021-Week11,IVP11253,L,Distribuidor,2021-03-17,28,2021-03-15,2021-03-21
2021-Week11,IVP11253,L,Distribuidor,2021-03-21,171,2021-03-15,2021-03-21
2021-Week11,IVP11277,L,Alimentos y farmaceutica,2021-03-19,28,2021-03-15,2021-03-21
2021-Week11,IVP11307,L,Distribuidor,2021-03-17,270,2021-03-15,2021-03-21
2021-Week11,IVP11309,L,Metal Mecanica,2021-03-19,300,2021-03-15,2021-03-21
2021-Week11,IVP11345,L,Alimentos y farmaceutica,2021-03-20,228,2021-03-15,2021-03-21
2021-Week11,IVP11346,KG,Distribuidor,2021-03-17,540,2021-03-15,2021-03-21
2021-Week11,IVP11347,L,Distribuidor,2021-03-17,28,2021-03-15,2021-03-21
2021-Week11,IVP11390,L,Distribuidor,2021-03-21,57,2021-03-15,2021-03-21
2021-Week11,IVP11415,L,Distribuidor,2021-03-20,28,2021-03-15,2021-03-21
2021-Week11,IVP11419,L,Distribuidor,2021-03-16,312,2021-03-15,2021-03-21
2021-Week11,IVP11419,L,Distribuidor,2021-03-17,85,2021-03-15,2021-03-21
2021-Week11,IVP11479,L,Metal Mecanica,2021-03-16,300,2021-03-15,2021-03-21
2021-Week11,IVP11491,L,Distribuidor,2021-03-17,142,2021-03-15,2021-03-21
2021-Week11,IVP11492,L,Aceros,2021-03-17,312,2021-03-15,2021-03-21
2021-Week11,IVP11503,L,Distribuidor,2021-03-21,300,2021-03-15,2021-03-21
2021-Week11,IVP11528,L,Aceros,2021-03-17,85,2021-03-15,2021-03-21
2021-Week11,IVP11559,L,Metal Mecanica,2021-03-19,300,2021-03-15,2021-03-21
2021-Week11,IVP11576,L,Alimentos y farmaceutica,2021-03-18,360,2021-03-15,2021-03-21
2021-Week11,IVP11595,L,Aceros,2021-03-17,600,2021-03-15,2021-03-21
2021-Week11,IVP11611,L,Distribuidor,2021-03-21,142,2021-03-15,2021-03-21
2021-Week11,IVP11611,L,Genericos,2021-03-16,28,2021-03-15,2021-03-21
2021-Week11,IVP11620,L,Metal Mecanica,2021-03-16,28,2021-03-15,2021-03-21
2021-Week11,IVP11664,L,Metal Mecanica,2021-03-17,114,2021-03-15,2021-03-21
2021-Week11,IVP11694,PZA,Genericos,2021-03-18,36,2021-03-15,2021-03-21
2021-Week11,IVP14005,KG,Automotriz,2021-03-17,15,2021-03-15,2021-03-21
2021-Week11,IVP14040,KG,Subsidiarias,2021-03-18,6,2021-03-15,2021-03-21
2021-Week11,IVP15062,KG,Distribuidor,2021-03-16,7,2021-03-15,2021-03-21
2021-Week11,IVP15138,L,Minas,2021-03-19,60,2021-03-15,2021-03-21
2021-Week11,IVP15168,KG,Automotriz,2021-03-18,300,2021-03-15,2021-03-21
2021-Week11,IVP15513,L,Polimeros,2021-03-18,20,2021-03-15,2021-03-21
2021-Week11,IVP99104,PZA,Aceros,2021-03-17,1,2021-03-15,2021-03-21
2021-Week12,IVP01009,PZA,Genericos,2021-03-25,1,2021-03-22,2021-03-28
2021-Week12,IVP01011,L,Distribuidor,2021-03-24,3,2021-03-22,2021-03-28
2021-Week12,IVP01011,L,Genericos,2021-03-22,7,2021-03-22,2021-03-28
2021-Week12,IVP01011,L,Genericos,2021-03-26,7,2021-03-22,2021-03-28
2021-Week12,IVP01012,L,Genericos,2021-03-22,1,2021-03-22,2021-03-28
2021-Week12,IVP01012,L,Genericos,2021-03-23,1,2021-03-22,2021-03-28
2021-Week12,IVP01015,L,Genericos,2021-03-25,2250,2021-03-22,2021-03-28
2021-Week12,IVP01016,PZA,Genericos,2021-03-22,1,2021-03-22,2021-03-28
2021-Week12,IVP01016,PZA,Genericos,2021-03-24,11,2021-03-22,2021-03-28
2021-Week12,IVP01018,PZA,Genericos,2021-03-23,3,2021-03-22,2021-03-28
2021-Week12,IVP01019,PZA,Genericos,2021-03-22,1,2021-03-22,2021-03-28
2021-Week12,IVP01019,PZA,Genericos,2021-03-24,8,2021-03-22,2021-03-28
2021-Week12,IVP04001,PZA,Aceros,2021-03-24,36,2021-03-22,2021-03-28
2021-Week12,IVP04001,PZA,Metal Mecanica,2021-03-26,18,2021-03-22,2021-03-28
2021-Week12,IVP04009,PZA,Alimentos y farmaceutica,2021-03-23,18,2021-03-22,2021-03-28
2021-Week12,IVP04009,PZA,Distribuidor,2021-03-25,54,2021-03-22,2021-03-28
2021-Week12,IVP04011,PZA,Alimentos y farmaceutica,2021-03-23,18,2021-03-22,2021-03-28
2021-Week12,IVP04016,KG,Subsidiarias,2021-03-24,255,2021-03-22,2021-03-28
2021-Week12,IVP04039,PZA,Genericos,2021-03-22,42,2021-03-22,2021-03-28
2021-Week12,IVP04039,PZA,Genericos,2021-03-23,30,2021-03-22,2021-03-28
2021-Week12,IVP04039,PZA,Genericos,2021-03-24,39,2021-03-22,2021-03-28
2021-Week12,IVP04039,PZA,Genericos,2021-03-25,3,2021-03-22,2021-03-28
2021-Week12,IVP04039,PZA,Genericos,2021-03-26,13,2021-03-22,2021-03-28
2021-Week12,IVP04040,PZA,Genericos,2021-03-22,1,2021-03-22,2021-03-28
2021-Week12,IVP04040,PZA,Genericos,2021-03-25,1,2021-03-22,2021-03-28
2021-Week12,IVP07075,KG,Subsidiarias,2021-03-25,108,2021-03-22,2021-03-28
2021-Week12,IVP07076,KG,Aceros,2021-03-24,27,2021-03-22,2021-03-28
2021-Week12,IVP07077,KG,Subsidiarias,2021-03-24,270,2021-03-22,2021-03-28
2021-Week12,IVP07078,KG,Distribuidor,2021-03-24,27,2021-03-22,2021-03-28
2021-Week12,IVP07082,KG,Aceros,2021-03-24,216,2021-03-22,2021-03-28
2021-Week12,IVP07099,KG,Aceros,2021-03-24,25920,2021-03-22,2021-03-28
2021-Week12,IVP07099,KG,Aceros,2021-03-27,7560,2021-03-22,2021-03-28
2021-Week12,IVP07104,KG,Subsidiarias,2021-03-25,270,2021-03-22,2021-03-28
2021-Week12,IVP07105,KG,Minas,2021-03-22,108,2021-03-22,2021-03-28
2021-Week12,IVP07114,KG,Subsidiarias,2021-03-23,540,2021-03-22,2021-03-28
2021-Week12,IVP07114,KG,Subsidiarias,2021-03-24,810,2021-03-22,2021-03-28
2021-Week12,IVP07130,KG,Aceros,2021-03-24,90,2021-03-22,2021-03-28
2021-Week12,IVP07130,KG,Distribuidor,2021-03-26,600,2021-03-22,2021-03-28
2021-Week12,IVP07130,KG,Subsidiarias,2021-03-25,1200,2021-03-22,2021-03-28
2021-Week12,IVP07131,KG,Carton y Papel,2021-03-25,27,2021-03-22,2021-03-28
2021-Week12,IVP07131,KG,Distribuidor,2021-03-26,900,2021-03-22,2021-03-28
2021-Week12,IVP07133,KG,Subsidiarias,2021-03-25,600,2021-03-22,2021-03-28
2021-Week12,IVP07134,KG,Aceros,2021-03-23,54,2021-03-22,2021-03-28
2021-Week12,IVP07142,KG,Aceros,2021-03-24,270,2021-03-22,2021-03-28
2021-Week12,IVP07145,KG,Aceros,2021-03-22,54,2021-03-22,2021-03-28
2021-Week12,IVP07157,KG,Aceros,2021-03-27,270,2021-03-22,2021-03-28
2021-Week12,IVP07159,KG,Aceros,2021-03-23,1080,2021-03-22,2021-03-28
2021-Week12,IVP07159,KG,Aceros,2021-03-24,270,2021-03-22,2021-03-28
2021-Week12,IVP07165,KG,Distribuidor,2021-03-26,81,2021-03-22,2021-03-28
2021-Week12,IVP07169,KG,Aceros,2021-03-22,702,2021-03-22,2021-03-28
2021-Week12,IVP07169,KG,Aceros,2021-03-26,324,2021-03-22,2021-03-28
2021-Week12,IVP07191,KG,Cemento,2021-03-25,270,2021-03-22,2021-03-28
2021-Week12,IVP07196,KG,Subsidiarias,2021-03-24,1080,2021-03-22,2021-03-28
2021-Week12,IVP07197,KG,Carton y Papel,2021-03-22,270,2021-03-22,2021-03-28
2021-Week12,IVP07207,KG,Aceros,2021-03-25,2430,2021-03-22,2021-03-28
2021-Week12,IVP07214,KG,Automotriz,2021-03-25,324,2021-03-22,2021-03-28
2021-Week12,IVP07214,KG,Metal Mecanica,2021-03-22,81,2021-03-22,2021-03-28
2021-Week12,IVP07214,PZA,Alimentos y farmaceutica,2021-03-25,36,2021-03-22,2021-03-28
2021-Week12,IVP07214,PZA,Alimentos y farmaceutica,2021-03-26,9,2021-03-22,2021-03-28
2021-Week12,IVP07215,KG,Aceros,2021-03-24,540,2021-03-22,2021-03-28
2021-Week12,IVP07216,KG,Genericos,2021-03-25,27,2021-03-22,2021-03-28
2021-Week12,IVP07243,KG,Subsidiarias,2021-03-25,13770,2021-03-22,2021-03-28
2021-Week12,IVP07244,KG,Alimentos y farmaceutica,2021-03-23,27,2021-03-22,2021-03-28
2021-Week12,IVP07244,KG,Distribuidor,2021-03-25,54,2021-03-22,2021-03-28
2021-Week12,IVP07244,KG,Subsidiarias,2021-03-24,1080,2021-03-22,2021-03-28
2021-Week12,IVP07258,KG,Subsidiarias,2021-03-25,270,2021-03-22,2021-03-28
2021-Week12,IVP07267,KG,Distribuidor,2021-03-24,540,2021-03-22,2021-03-28
2021-Week12,IVP07294,KG,Genericos,2021-03-22,54,2021-03-22,2021-03-28
2021-Week12,IVP07294,KG,Genericos,2021-03-23,54,2021-03-22,2021-03-28
2021-Week12,IVP07294,KG,Minas,2021-03-22,2400,2021-03-22,2021-03-28
2021-Week12,IVP07304,KG,Cemento,2021-03-26,540,2021-03-22,2021-03-28
2021-Week12,IVP07304,KG,Subsidiarias,2021-03-25,2160,2021-03-22,2021-03-28
2021-Week12,IVP07309,KG,Aceros,2021-03-25,108,2021-03-22,2021-03-28
2021-Week12,IVP07309,KG,Distribuidor,2021-03-26,24,2021-03-22,2021-03-28
2021-Week12,IVP07309,KG,Subsidiarias,2021-03-25,540,2021-03-22,2021-03-28
2021-Week12,IVP07324,KG,Subsidiarias,2021-03-24,1080,2021-03-22,2021-03-28
2021-Week12,IVP07331,KG,Distribuidor,2021-03-26,1080,2021-03-22,2021-03-28
2021-Week12,IVP07331,PZA,Distribuidor,2021-03-24,270,2021-03-22,2021-03-28
2021-Week12,IVP07342,KG,Subsidiarias,2021-03-24,540,2021-03-22,2021-03-28
2021-Week12,IVP07345,KG,Subsidiarias,2021-03-25,1080,2021-03-22,2021-03-28
2021-Week12,IVP07356,PZA,Alimentos y farmaceutica,2021-03-22,1,2021-03-22,2021-03-28
2021-Week12,IVP07386,KG,Subsidiarias,2021-03-24,1080,2021-03-22,2021-03-28
2021-Week12,IVP07400,KG,Aceros,2021-03-25,27,2021-03-22,2021-03-28
2021-Week12,IVP07412,KG,Alimentos y farmaceutica,2021-03-26,8,2021-03-22,2021-03-28
2021-Week12,IVP07412,KG,Distribuidor,2021-03-22,54,2021-03-22,2021-03-28
2021-Week12,IVP07412,KG,Distribuidor,2021-03-25,162,2021-03-22,2021-03-28
2021-Week12,IVP07412,PZA,Alimentos y farmaceutica,2021-03-22,1,2021-03-22,2021-03-28
2021-Week12,IVP07412,PZA,Distribuidor,2021-03-22,36,2021-03-22,2021-03-28
2021-Week12,IVP074409,KG,Aceros,2021-03-23,2160,2021-03-22,2021-03-28
2021-Week12,IVP07445,KG,Aceros,2021-03-22,1080,2021-03-22,2021-03-28
2021-Week12,IVP07445,KG,Aceros,2021-03-26,540,2021-03-22,2021-03-28
2021-Week12,IVP07446,KG,Distribuidor,2021-03-23,270,2021-03-22,2021-03-28
2021-Week12,IVP07446,KG,Distribuidor,2021-03-24,162,2021-03-22,2021-03-28
2021-Week12,IVP07452,KG,Aceros,2021-03-22,1350,2021-03-22,2021-03-28
2021-Week12,IVP07452,KG,Subsidiarias,2021-03-25,28080,2021-03-22,2021-03-28
2021-Week12,IVP07463,KG,Subsidiarias,2021-03-25,810,2021-03-22,2021-03-28
2021-Week12,IVP07480,KG,Distribuidor,2021-03-25,270,2021-03-22,2021-03-28
2021-Week12,IVP07480,KG,Subsidiarias,2021-03-24,2160,2021-03-22,2021-03-28
2021-Week12,IVP07499,KG,Aceros,2021-03-22,540,2021-03-22,2021-03-28
2021-Week12,IVP07519,KG,Automotriz,2021-03-23,6,2021-03-22,2021-03-28
2021-Week12,IVP07537,KG,Subsidiarias,2021-03-23,1,2021-03-22,2021-03-28
2021-Week12,IVP08003,KG,Aceros,2021-03-24,1020,2021-03-22,2021-03-28
2021-Week12,IVP08004,KG,Subsidiarias,2021-03-24,108,2021-03-22,2021-03-28
2021-Week12,IVP08007,KG,Aceros,2021-03-24,60,2021-03-22,2021-03-28
2021-Week12,IVP08016,KG,Subsidiarias,2021-03-25,540,2021-03-22,2021-03-28
2021-Week12,IVP08026,KG,Subsidiarias,2021-03-25,270,2021-03-22,2021-03-28
2021-Week12,IVP08031,KG,Aceros,2021-03-24,1,2021-03-22,2021-03-28
2021-Week12,IVP08042,KG,Metal Mecanica,2021-03-24,60,2021-03-22,2021-03-28
2021-Week12,IVP08051,KG,Subsidiarias,2021-03-25,324,2021-03-22,2021-03-28
2021-Week12,IVP08056,KG,Metal Mecanica,2021-03-23,120,2021-03-22,2021-03-28
2021-Week12,IVP09009,KG,Metal Mecanica,2021-03-22,1080,2021-03-22,2021-03-28
2021-Week12,IVP09009,KG,Metal Mecanica,2021-03-26,1080,2021-03-22,2021-03-28
2021-Week12,IVP09028,KG,Metal Mecanica,2021-03-22,540,2021-03-22,2021-03-28
2021-Week12,IVP10018,KG,Subsidiarias,2021-03-25,192,2021-03-22,2021-03-28
2021-Week12,IVP10025,KG,Metal Mecanica,2021-03-26,300,2021-03-22,2021-03-28
2021-Week12,IVP11028,L,Distribuidor,2021-03-24,28,2021-03-22,2021-03-28
2021-Week12,IVP11028,L,Subsidiarias,2021-03-24,300,2021-03-22,2021-03-28
2021-Week12,IVP11028,L,Subsidiarias,2021-03-25,600,2021-03-22,2021-03-28
2021-Week12,IVP11031,L,Genericos,2021-03-23,600,2021-03-22,2021-03-28
2021-Week12,IVP11038,L,Subsidiarias,2021-03-24,600,2021-03-22,2021-03-28
2021-Week12,IVP11046,L,Ceramica,2021-03-22,312,2021-03-22,2021-03-28
2021-Week12,IVP11049,L,Subsidiarias,2021-03-25,456,2021-03-22,2021-03-28
2021-Week12,IVP11058,L,Subsidiarias,2021-03-24,300,2021-03-22,2021-03-28
2021-Week12,IVP11065,L,Subsidiarias,2021-03-25,300,2021-03-22,2021-03-28
2021-Week12,IVP11091,L,Subsidiarias,2021-03-25,300,2021-03-22,2021-03-28
2021-Week12,IVP11133,L,Aceros,2021-03-26,7,2021-03-22,2021-03-28
2021-Week12,IVP11135,L,Distribuidor,2021-03-25,57,2021-03-22,2021-03-28
2021-Week12,IVP11136,L,Aceros,2021-03-24,600,2021-03-22,2021-03-28
2021-Week12,IVP11141,L,Subsidiarias,2021-03-24,285,2021-03-22,2021-03-28
2021-Week12,IVP11144,L,Aceros,2021-03-24,3300,2021-03-22,2021-03-28
2021-Week12,IVP11154,L,Distribuidor,2021-03-25,85,2021-03-22,2021-03-28
2021-Week12,IVP11158,L,Distribuidor,2021-03-24,427,2021-03-22,2021-03-28
2021-Week12,IVP11158T,L,Subsidiarias,2021-03-24,3,2021-03-22,2021-03-28
2021-Week12,IVP11159,L,Alimentos y farmaceutica,2021-03-23,142,2021-03-22,2021-03-28
2021-Week12,IVP11159,L,Alimentos y farmaceutica,2021-03-26,142,2021-03-22,2021-03-28
2021-Week12,IVP11159,L,Subsidiarias,2021-03-25,3,2021-03-22,2021-03-28
2021-Week12,IVP11160,L,Distribuidor,2021-03-24,28,2021-03-22,2021-03-28
2021-Week12,IVP11162,L,Alimentos y farmaceutica,2021-03-22,57,2021-03-22,2021-03-28
2021-Week12,IVP11162,L,Alimentos y farmaceutica,2021-03-27,85,2021-03-22,2021-03-28
2021-Week12,IVP11162,L,Ingenios,2021-03-22,57,2021-03-22,2021-03-28
2021-Week12,IVP11162,L,Subsidiarias,2021-03-25,3,2021-03-22,2021-03-28
2021-Week12,IVP11182,L,Subsidiarias,2021-03-23,7,2021-03-22,2021-03-28
2021-Week12,IVP11211,L,Subsidiarias,2021-03-23,7,2021-03-22,2021-03-28
2021-Week12,IVP11213,L,Distribuidor,2021-03-25,56,2021-03-22,2021-03-28
2021-Week12,IVP11252,L,Alimentos y farmaceutica,2021-03-26,300,2021-03-22,2021-03-28
2021-Week12,IVP11253,L,Distribuidor,2021-03-24,28,2021-03-22,2021-03-28
2021-Week12,IVP11253,L,Distribuidor,2021-03-25,171,2021-03-22,2021-03-28
2021-Week12,IVP11262,L,Subsidiarias,2021-03-25,1500,2021-03-22,2021-03-28
2021-Week12,IVP11274,L,Alimentos y farmaceutica,2021-03-24,142,2021-03-22,2021-03-28
2021-Week12,IVP11274,L,Distribuidor,2021-03-24,114,2021-03-22,2021-03-28
2021-Week12,IVP11274,L,Subsidiarias,2021-03-24,600,2021-03-22,2021-03-28
2021-Week12,IVP11280,L,Distribuidor,2021-03-25,56,2021-03-22,2021-03-28
2021-Week12,IVP11282,L,Minas,2021-03-22,300,2021-03-22,2021-03-28
2021-Week12,IVP11282,L,Minas,2021-03-25,300,2021-03-22,2021-03-28
2021-Week12,IVP11307,L,Polimeros,2021-03-26,600,2021-03-22,2021-03-28
2021-Week12,IVP11309,L,Distribuidor,2021-03-25,56,2021-03-22,2021-03-28
2021-Week12,IVP11346,KG,Distribuidor,2021-03-27,1620,2021-03-22,2021-03-28
2021-Week12,IVP11347,L,Distribuidor,2021-03-26,142,2021-03-22,2021-03-28
2021-Week12,IVP11387T,L,Subsidiarias,2021-03-24,1500,2021-03-22,2021-03-28
2021-Week12,IVP11433,L,Subsidiarias,2021-03-24,900,2021-03-22,2021-03-28
2021-Week12,IVP11479,L,Metal Mecanica,2021-03-23,600,2021-03-22,2021-03-28
2021-Week12,IVP11521,L,Distribuidor,2021-03-25,57,2021-03-22,2021-03-28
2021-Week12,IVP11576,L,Alimentos y farmaceutica,2021-03-24,450,2021-03-22,2021-03-28
2021-Week12,IVP11576,L,Alimentos y farmaceutica,2021-03-25,60,2021-03-22,2021-03-28
2021-Week12,IVP11578,L,Subsidiarias,2021-03-24,600,2021-03-22,2021-03-28
2021-Week12,IVP11595,L,Aceros,2021-03-27,3,2021-03-22,2021-03-28
2021-Week12,IVP11596,L,Subsidiarias,2021-03-25,600,2021-03-22,2021-03-28
2021-Week12,IVP11609,L,Minas,2021-03-25,300,2021-03-22,2021-03-28
2021-Week12,IVP11633,L,Genericos,2021-03-26,3600,2021-03-22,2021-03-28
2021-Week12,IVP11654,L,Subsidiarias,2021-03-24,300,2021-03-22,2021-03-28
2021-Week12,IVP11670,L,Subsidiarias,2021-03-25,1500,2021-03-22,2021-03-28
2021-Week12,IVP11672,L,Subsidiarias,2021-03-24,1500,2021-03-22,2021-03-28
2021-Week12,IVP11694,PZA,Genericos,2021-03-22,17,2021-03-22,2021-03-28
2021-Week12,IVP11694,PZA,Genericos,2021-03-23,1,2021-03-22,2021-03-28
2021-Week12,IVP11694,PZA,Genericos,2021-03-24,1,2021-03-22,2021-03-28
2021-Week12,IVP12004,L,Transporte,2021-03-26,1260,2021-03-22,2021-03-28
2021-Week12,IVP14005,KG,Automotriz,2021-03-24,45,2021-03-22,2021-03-28
2021-Week12,IVP15064,L,Polimeros,2021-03-24,136,2021-03-22,2021-03-28
